"","Year","Country...territory.of.asylum.residence","Origin","Population.type","Value"
"339",1965,"Togo","Ghana","Refugees (incl. refugee-like situations)","5000"
"340",1965,"Tunisia","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"341",1965,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","2000"
"342",1965,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","3000"
"343",1965,"United Rep. of Tanzania","Mozambique","Refugees (incl. refugee-like situations)","12000"
"344",1965,"United Rep. of Tanzania","Mozambique","Returnees","1000"
"345",1965,"United Rep. of Tanzania","Rwanda","Refugees (incl. refugee-like situations)","13500"
"346",1965,"United Rep. of Tanzania","Rwanda","Returnees","1000"
"347",1965,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"348",1965,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","28000"
"349",1965,"Uganda","Congo","Returnees","17000"
"350",1965,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","65400"
"351",1965,"Uganda","Sudan","Refugees (incl. refugee-like situations)","44000"
"352",1965,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","510000"
"353",1965,"Zambia","Mozambique","Refugees (incl. refugee-like situations)","5000"
"354",1966,"Australia","Various/Unknown","Refugees (incl. refugee-like situations)","40000"
"355",1966,"Austria","Various/Unknown","Refugees (incl. refugee-like situations)","24500"
"356",1966,"Burundi","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","25000"
"357",1966,"Burundi","Congo","Returnees","15000"
"358",1966,"Burundi","Rwanda","Refugees (incl. refugee-like situations)","54000"
"359",1966,"Burundi","Rwanda","Returnees","700"
"360",1966,"Belgium","Various/Unknown","Refugees (incl. refugee-like situations)","40000"
"361",1966,"Bhutan","China","Refugees (incl. refugee-like situations)","3000"
"362",1966,"Central African Rep.","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","16000"
"363",1966,"Central African Rep.","Sudan","Refugees (incl. refugee-like situations)","27000"
"364",1966,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","10225"
"365",1966,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","20500"
"366",1966,"China","Various/Unknown","Refugees (incl. refugee-like situations)","970"
"367",1966,"China","Various/Unknown","Returnees","100"
"368",1966,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","300000"
"369",1966,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","24100"
"370",1966,"Dem. Rep. of the Congo","Sudan","Refugees (incl. refugee-like situations)","33000"
"371",1966,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","140000"
"372",1966,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","17000"
"373",1966,"France","Various/Unknown","Refugees (incl. refugee-like situations)","179468"
"374",1966,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","167000"
"375",1966,"Greece","Greece","Refugees (incl. refugee-like situations)","7090"
"376",1966,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","8210"
"377",1966,"China, Hong Kong SAR","China","Refugees (incl. refugee-like situations)","1250040"
"378",1966,"India","Tibetan","Refugees (incl. refugee-like situations)","45000"
"379",1966,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","14000"
"380",1966,"Cambodia","Viet Nam","Refugees (incl. refugee-like situations)","17000"
"381",1966,"Lebanon","Various/Unknown","Refugees (incl. refugee-like situations)","3430"
"382",1966,"China, Macao SAR","China","Refugees (incl. refugee-like situations)","73770"
"383",1966,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","2180"
"384",1966,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","8500"
"385",1966,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","7000"
"386",1966,"Rwanda","Burundi","Refugees (incl. refugee-like situations)","250"
"387",1966,"Senegal","Cabo Verde","Refugees (incl. refugee-like situations)","300"
"388",1966,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","61050"
"389",1966,"Senegal","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"390",1966,"Serbia and Kosovo (S/RES/1244 (1999))","Albania","Refugees (incl. refugee-like situations)","4860"
"391",1966,"Serbia and Kosovo (S/RES/1244 (1999))","Hungary","Refugees (incl. refugee-like situations)","3270"
"392",1966,"Serbia and Kosovo (S/RES/1244 (1999))","Russian Federation","Refugees (incl. refugee-like situations)","17970"
"393",1966,"Sweden","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"394",1966,"Togo","Ghana","Returnees","5000"
"395",1966,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","1900"
"396",1966,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","800"
"397",1966,"United Rep. of Tanzania","Congo","Returnees","2200"
"398",1966,"United Rep. of Tanzania","Mozambique","Refugees (incl. refugee-like situations)","19000"
"399",1966,"United Rep. of Tanzania","Malawi","Refugees (incl. refugee-like situations)","150"
"400",1966,"United Rep. of Tanzania","Rwanda","Refugees (incl. refugee-like situations)","13500"
"401",1966,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"402",1966,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","33000"
"403",1966,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","68000"
"404",1966,"Uganda","Sudan","Refugees (incl. refugee-like situations)","55000"
"405",1966,"Uganda","Sudan","Returnees","1000"
"406",1966,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","500000"
"407",1966,"Zambia","Angola","Refugees (incl. refugee-like situations)","3800"
"408",1966,"Zambia","Angola","Returnees","1100"
"409",1966,"Zambia","Mozambique","Refugees (incl. refugee-like situations)","1800"
"410",1966,"Zambia","Mozambique","Returnees","3900"
"411",1966,"Zambia","Namibia","Refugees (incl. refugee-like situations)","180"
"412",1966,"Zambia","Various/Unknown","Refugees (incl. refugee-like situations)","120"
"413",1966,"Zambia","South Africa","Refugees (incl. refugee-like situations)","390"
"414",1967,"Australia","Various/Unknown","Refugees (incl. refugee-like situations)","44000"
"415",1967,"Austria","Various/Unknown","Refugees (incl. refugee-like situations)","24000"
"416",1967,"Burundi","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","25000"
"417",1967,"Burundi","Rwanda","Refugees (incl. refugee-like situations)","54000"
"418",1967,"Belgium","Various/Unknown","Refugees (incl. refugee-like situations)","34000"
"419",1967,"Central African Rep.","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","14000"
"420",1967,"Central African Rep.","Dem. Rep. of the Congo","Returnees","3700"
"421",1967,"Central African Rep.","Sudan","Refugees (incl. refugee-like situations)","21000"
"422",1967,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","9991"
"423",1967,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","21000"
"424",1967,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","350000"
"425",1967,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","24100"
"426",1967,"Dem. Rep. of the Congo","Sudan","Refugees (incl. refugee-like situations)","40000"
"427",1967,"Dem. Rep. of the Congo","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"428",1967,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","112000"
"429",1967,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"430",1967,"France","Various/Unknown","Refugees (incl. refugee-like situations)","177200"
"431",1967,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","164000"
"432",1967,"Greece","Greece","Refugees (incl. refugee-like situations)","4740"
"433",1967,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","7530"
"434",1967,"India","Tibetan","Refugees (incl. refugee-like situations)","50000"
"435",1967,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","13000"
"436",1967,"Cambodia","Viet Nam","Refugees (incl. refugee-like situations)","20000"
"437",1967,"China, Macao SAR","China","Refugees (incl. refugee-like situations)","74000"
"438",1967,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","3000"
"439",1967,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","8000"
"440",1967,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","7180"
"441",1967,"New Zealand","Various/Unknown","Refugees (incl. refugee-like situations)","3000"
"442",1967,"Sudan","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","4400"
"443",1967,"Sudan","Ethiopia","Refugees (incl. refugee-like situations)","28600"
"444",1967,"Senegal","Cabo Verde","Refugees (incl. refugee-like situations)","300"
"445",1967,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","59520"
"446",1967,"Senegal","Guinea-Bissau","Returnees","2100"
"447",1967,"Senegal","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"448",1967,"Serbia and Kosovo (S/RES/1244 (1999))","Albania","Refugees (incl. refugee-like situations)","4260"
"449",1967,"Serbia and Kosovo (S/RES/1244 (1999))","Greece","Refugees (incl. refugee-like situations)","18680"
"450",1967,"Serbia and Kosovo (S/RES/1244 (1999))","Hungary","Refugees (incl. refugee-like situations)","3270"
"451",1967,"Sweden","Various/Unknown","Refugees (incl. refugee-like situations)","18000"
"452",1967,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","1850"
"453",1967,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","650"
"454",1967,"United Rep. of Tanzania","Congo","Returnees","150"
"455",1967,"United Rep. of Tanzania","Mozambique","Refugees (incl. refugee-like situations)","25000"
"456",1967,"United Rep. of Tanzania","Malawi","Refugees (incl. refugee-like situations)","150"
"457",1967,"United Rep. of Tanzania","Rwanda","Refugees (incl. refugee-like situations)","13500"
"458",1967,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","500"
"459",1967,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","34140"
"460",1967,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","68630"
"461",1967,"Uganda","Sudan","Refugees (incl. refugee-like situations)","59990"
"462",1967,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","480000"
"463",1967,"Zambia","Angola","Refugees (incl. refugee-like situations)","6200"
"464",1967,"Zambia","Congo","Refugees (incl. refugee-like situations)","930"
"465",1967,"Zambia","Congo","Returnees","1630"
"466",1967,"Zambia","Mozambique","Refugees (incl. refugee-like situations)","2750"
"467",1967,"Zambia","Malawi","Refugees (incl. refugee-like situations)","150"
"468",1967,"Zambia","Namibia","Refugees (incl. refugee-like situations)","230"
"469",1967,"Zambia","South Africa","Refugees (incl. refugee-like situations)","450"
"470",1968,"United Arab Emirates","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"471",1968,"Australia","Various/Unknown","Refugees (incl. refugee-like situations)","43000"
"472",1968,"Austria","Various/Unknown","Refugees (incl. refugee-like situations)","24000"
"473",1968,"Burundi","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","20000"
"474",1968,"Burundi","Congo","Returnees","5000"
"475",1968,"Burundi","Rwanda","Refugees (incl. refugee-like situations)","52200"
"476",1968,"Belgium","Various/Unknown","Refugees (incl. refugee-like situations)","33000"
"477",1968,"Botswana","Angola","Refugees (incl. refugee-like situations)","3460"
"478",1968,"Botswana","Cabo Verde","Refugees (incl. refugee-like situations)","120"
"479",1968,"Botswana","Namibia","Refugees (incl. refugee-like situations)","100"
"480",1968,"Botswana","South Africa","Refugees (incl. refugee-like situations)","300"
"481",1968,"Central African Rep.","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","5000"
"482",1968,"Central African Rep.","Dem. Rep. of the Congo","Returnees","9000"
"483",1968,"Central African Rep.","Sudan","Refugees (incl. refugee-like situations)","18000"
"484",1968,"Central African Rep.","Sudan","Returnees","2000"
"485",1968,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","17950"
"486",1968,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","26000"
"487",1968,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","370000"
"488",1968,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","24100"
"489",1968,"Dem. Rep. of the Congo","Sudan","Refugees (incl. refugee-like situations)","66000"
"490",1968,"Dem. Rep. of the Congo","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"491",1968,"Dem. Rep. of the Congo","Zambia","Refugees (incl. refugee-like situations)","15000"
"492",1968,"Cyprus","Armenia","Refugees (incl. refugee-like situations)","200"
"493",1968,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","110000"
"494",1968,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","20000"
"495",1968,"Ethiopia","Sudan","Refugees (incl. refugee-like situations)","20000"
"496",1968,"France","Various/Unknown","Refugees (incl. refugee-like situations)","176736"
"497",1968,"United Kingdom","Various/Unknown","Refugees (incl. refugee-like situations)","161000"
"498",1968,"Equatorial Guinea","Nigeria","Refugees (incl. refugee-like situations)","40000"
"499",1968,"Greece","Greece","Refugees (incl. refugee-like situations)","2940"
"500",1968,"Greece","Various/Unknown","Refugees (incl. refugee-like situations)","5320"
"501",1968,"India","Tibetan","Refugees (incl. refugee-like situations)","55000"
"502",1968,"Iran (Islamic Rep. of)","Various/Unknown","Refugees (incl. refugee-like situations)","300"
